"#","ИД установе","Школска управа","Округ","Општина","Насеље","Назив установе","Адреса","Поштански број","Адреса електронске поште","Телефон","Сајт","Матични број","ПИБ","Датум оснивања","Примарна делатност","Власништво","Број одељења","Број комбинованих одељења","Број специјалних одељења","Број ученика","Број девојчица","Број ученика - ИОП 1","Број ученика - ИОП 2","Број ученика - ИОП 3","Број наставника - без замена","Укупна норма наставникаа - без замена","Број запослених - без замена","Укупна норма запослених- без замена"
"347.","381","Сомбор","Севернобачки управни округ","Бачка Топола","Пачир","Моша Пијаде","Школска 1","24342","pacir@stcable.net","(024)4744004","http://www.ospacir.edu.rs","8032912","101444408","1966-12-05","Основна школа","Државно","12","0","0","104","45","1","12","0","32","23.683300","43","34.883300"
"348.","382","Сомбор","Севернобачки управни округ","Бачка Топола","Бачка Топола","Никола Тесла","Фрушкогорска 1","24300","ntesla@stcable.net","(024)715411","http://www.ntesla.edu.rs","8032947","101448688","1966-11-18","Основна школа","Државно","30","0","0","467","226","8","20","0","52","42.532900","72","63.032900"
"349.","383","Сомбор","Севернобачки управни округ","Бачка Топола","Стара Моравица","Стари Ковач Ђула","Танчић Михаља 2","24340","iskomor@stcable.net","(024)741026","http://www.osstmoravica.edu.rs","8032904","101444094","1944-12-06","Основна школа","Државно","17","0","0","270","131","12","18","0","30","26.130000","44","41.630000"
"350.","384","Сомбор","Севернобачки управни округ","Бачка Топола","Криваја","Вук Караџић","Маршала Тита 1","24341","oskrivaja@gmail.com","(024)4724001","http://www.skolakrivaja.edu.rs/","8061815","101443920","1965-08-31","Основна школа","Државно","10","0","0","62","27","2","14","0","21","15.327500","30","25.477500"
"351.","385","Сомбор","Севернобачки управни округ","Бачка Топола","Ново Орахово","18. октобар","Шандора Петефија 9","24351","os18oktobar@gmail.com","(024)723004","http://www.os18oktobar-orahovo.webbly.com","8059101","101444481","1944-11-01","Основна школа","Државно","8","0","0","85","40","1","3","0","24","12.083100","33","19.819200"
"352.","386","Сомбор","Севернобачки управни округ","Мали Иђош","Мали Иђош","Ади Ендре","Главна 27","24321","kishegyes@adyskola.edu.rs","(024)4731202","http://www.adyskola.edu.rs","8051194","101434656","1968-02-29","Основна школа","Државно","23","0","0","315","156","26","36","0","41","35.160800","56","49.960800"
"353.","387","Сомбор","Севернобачки управни округ","Мали Иђош","Фекетић","Никола Ђурковић","Братства бб","24323","durkovic1979@gmail.com","(024)4738071","http://www.skolafeketic.edu.rs","8051186","101435163","1979-06-18","Основна школа","Државно","17","0","0","316","150","6","52","0","36","24.433100","50","39.933100"
"354.","388","Сомбор","Севернобачки управни округ","Мали Иђош","Ловћенац","Вук Караџић","Ђура Стругара 30","24322","osvkaradzic_lovcenac@mts.rs","(024)4736066","http://www.osvuklovcenac.edu.rs","8055661","101435026","1973-06-26","Основна школа","Државно","12","0","0","240","114","6","4","0","25","16.004600","36","27.774600"
"355.","389","Сомбор","Севернобачки управни округ","Суботица - град","Нови Жедник","Боса Милићевић","Николе Тесле 1","24223","osbmilicevic_nzednik@mts.rs","(024)785026","http://osbosamilicevic.edu.rs","8065489","100851629","1979-05-03","Основна школа","Државно","8","0","0","111","66","3","1","0","20","12.010000","31","22.370000"
"356.","390","Сомбор","Севернобачки управни округ","Суботица - град","Ђурђин","Владимир Назор","Владимира Назора 43","24213","osvnazor@gmail.com","(024)4768035","http://www.vladimirnazor.edu.rs","8009139","100839673","1952-09-06","Основна школа","Државно","13","0","0","114","58","3","3","0","26","17.110900","37","26.310900"
"357.","391","Сомбор","Севернобачки управни округ","Суботица - град","Палић","Мирослав Антић","Трогирска 20","24413","skopalicracun@skopalic.edu.rs","(024)753028","http://www.skopalic.edu.rs","8009074","100839753","1979-05-03","Основна школа","Државно","29","0","0","465","216","1","10","0","54","44.659000","69","61.159000"
"358.","393","Сомбор","Севернобачки управни округ","Суботица - град","Бајмок","Вук Караџић","Трг Маршала Тита 1","24210","osvukkaradzicbajmok@mts.rs","(024)762013","http://www.osvukkaradzicbajmok.edu.rs","8008973","101811292","1963-08-30","Основна школа","Државно","24","0","0","380","187","13","9","0","54","46.350000","77","70.850000"
"359.","394","Сомбор","Севернобачки управни округ","Суботица - град","Суботица","Ђуро Салај","Петефи Шандора 19","24000","osdjuros@eunet.rs","(024)525743","http://www.osdjurosalaj.rs","8009007","100847000","1961-10-30","Основна школа","Државно","22","0","0","305","131","1","11","0","49","34.730000","61","47.230000"
"360.","395","Сомбор","Севернобачки управни округ","Суботица - град","Суботица","Иван Милутиновић","Београдски пут 50","24000","osivanmilutinovic@mts.rs","(024)558063","http://www.ivanmilutinovic.edu.rs","8009104","100959411","1979-05-03","Основна школа","Државно","34","0","0","418","201","5","18","0","60","50.045200","78","65.540800"
"361.","396","Сомбор","Севернобачки управни округ","Суботица - град","Суботица","Иван Горан Ковачић","Максима Горког 29","24000","sekretarijat@igk.edu.rs","(024)552762","http://www.igk.edu.rs","8008981","100444878","1974-01-11","Основна школа","Државно","24","0","0","459","210","6","5","0","44","35.327700","57","47.827700"
"362.","397","Сомбор","Западнобачки управни округ","Оџаци","Дероње","Вук Караџић","Светозара Милетића 25а","25254","osderonje@neobee.net","(025)5872312","http://oskoladeronje.wordpress.com","8007527","101569694","2001-01-24","Основна школа","Државно","11","0","0","174","93","8","15","0","24","17.305500","36","29.105500"
"363.","398","Сомбор","Западнобачки управни округ","Оџаци","Лалић","Нестор Жучни","Југословенска 52","25254","nzucni@gmail.com","(025)5870015","http://www.nestorzucni.weebly.com","8007543","101569784","1960-09-01","Основна школа","Државно","9","0","0","78","34","1","4","0","27","14.877500","35","22.077500"
"364.","399","Сомбор","Западнобачки управни округ","Сомбор - град","Сомбор","Аврам Мразовић","Подгоричка 2","25000","osavram@sbb.rs","(025)412831","http://www.avram.edu.rs","8012997","100278402","1953-09-01","Основна школа","Државно","31","0","0","708","337","15","13","0","58","47.040000","77","67.540000"
"365.","400","Сомбор","Западнобачки управни округ","Сомбор - град","Сомбор","Никола Вукићевић","Вељка Петровића 4","25000","osnikolavukicevic@mts.rs","(025)412630","NULL","8047057","100613733","1903-09-06","Основна школа","Државно","32","0","0","712","382","27","7","0","55","50.538700","73","68.738700"
"366.","401","Сомбор","Западнобачки управни округ","Сомбор - град","Сомбор","Доситеј Обрадовић","Славише Вајнера Чиче 2","25000","osdosobradovic@mts.rs","(025)440431","http://www.dositej-obradovic.edu.rs","8174610","100612675","1989-03-04","Основна школа","Државно","27","0","0","667","321","15","5","2","49","42.333300","68","61.133300"
